Source,User ID,Source
Offline Campaign,FFW358485,Offline Campaign
Facebook,FGO914535,Facebook
Offline Campaign,FGR936837,Offline Campaign
Instagram,FHK1093150,Instagram
Instagram,FHQ971028,Instagram
Organic,FHT741016,Organic
Organic,FIF616023,Organic
Organic,FIJ912924,Organic
Google,FIL2532751,Google
Instagram,FIQ1737428,Instagram
Snapchat,FIR1988512,Snapchat
Organic,FJA2039069,Organic
Organic,FJJ386895,Organic
Offline Campaign,FJK3104556,Offline Campaign
Organic,FJR1348156,Organic
Instagram,FJW123616,Instagram
Instagram,FJW2448783,Instagram
Offline Campaign,FJZ1597635,Offline Campaign
Snapchat,FKB24104067,Snapchat
Facebook,FKE880823,Facebook
Instagram,FLO796471,Instagram
Facebook,FLQ1317589,Facebook
Instagram,FLV1616626,Instagram
Google,FLZ1240191,Google
Google,FLZ1657459,Google
Google,FME229001,Google
Instagram,FMQ1427936,Instagram
Offline Campaign,FMY2029691,Offline Campaign
Instagram,FMY740623,Instagram
Facebook,FNB1379512,Facebook
Facebook,FNB434323,Facebook
Snapchat,FNB569105,Snapchat
Snapchat,FNE1958596,Snapchat
Snapchat,FNK415777,Snapchat
Snapchat,FNN765541,Snapchat
Instagram,FNT462541,Instagram
Google,FNX121666,Google
Snapchat,FOA2229967,Snapchat
Google,FOB1338607,Google
Snapchat,FOB14102081,Snapchat
Instagram,FOS1324285,Instagram
Offline Campaign,FOT1645822,Offline Campaign
Offline Campaign,FOT2635475,Offline Campaign
Offline Campaign,FOW1954861,Offline Campaign
Offline Campaign,FPB820652,Offline Campaign
Snapchat,FPI1477211,Snapchat
Offline Campaign,FPL2478210,Offline Campaign
Offline Campaign,FPT2171352,Offline Campaign
Snapchat,FPY616425,Snapchat
Snapchat,FQB863819,Snapchat
Offline Campaign,FQD439588,Offline Campaign
Organic,FQR227612,Organic
Snapchat,FQS23104055,Snapchat
Google,FQT478153,Google
Facebook,FQU1684948,Facebook
Google,FRB1738985,Google
Organic,FRK944484,Organic
Organic,FRP2123457,Organic
Facebook,FRU1236282,Facebook
Instagram,FSE862238,Instagram
Snapchat,FSF2485194,Snapchat
Instagram,FSK970341,Instagram
Facebook,FSW1945933,Facebook
Google,FTF2314451,Google
Organic,FTL356868,Organic
Google,FTV1549383,Google
Snapchat,FTY26105285,Snapchat
Snapchat,FUK2694131,Snapchat
Offline Campaign,FUU1349896,Offline Campaign
Offline Campaign,FUZ577571,Offline Campaign
Offline Campaign,FVC1656136,Offline Campaign
Offline Campaign,FVM977676,Offline Campaign
Facebook,FVO17108330,Facebook
Offline Campaign,FVW921705,Offline Campaign
Google,FVX108073,Google
Offline Campaign,FWF832868,Offline Campaign
Snapchat,FWG543830,Snapchat
Organic,FWI1698586,Organic
Offline Campaign,FWW1746938,Offline Campaign
Facebook,FXE1176308,Facebook
Offline Campaign,FXN254741,Offline Campaign
Organic,FXN448183,Organic
Offline Campaign,FXP1589229,Offline Campaign
Snapchat,FYE2180091,Snapchat
Instagram,FYF1786073,Instagram
Offline Campaign,FYI2334494,Offline Campaign
Facebook,FYM2041865,Facebook
Offline Campaign,FYN1101628,Offline Campaign
Offline Campaign,FYZ1533957,Offline Campaign
Google,FZB289037,Google
Instagram,FZC1877826,Instagram
Instagram,FZK2231749,Instagram
Facebook,FZK59600,Facebook
Offline Campaign,FZS242453,Offline Campaign
Snapchat,FZV188847,Snapchat
Snapchat,GAF963144,Snapchat
Snapchat,GAG1455563,Snapchat
Offline Campaign,GAJ1459214,Offline Campaign
Snapchat,GAL258992,Snapchat
Offline Campaign,GBA2280769,Offline Campaign
Snapchat,GBH2310833,Snapchat
Facebook,GBN1282929,Facebook
Snapchat,GBN8102189,Snapchat
Instagram,GBO2579857,Instagram
Organic,GBO4103980,Organic
Google,GCB1448441,Google
Offline Campaign,GCM1893684,Offline Campaign
Facebook,GDD1395730,Facebook
Google,GDF423244,Google
Instagram,GDF716278,Instagram
Organic,GDK273236,Organic
Offline Campaign,GDQ23102738,Offline Campaign
Facebook,GDR1344199,Facebook
Snapchat,GDU1775663,Snapchat
Facebook,GDZ392685,Facebook
Facebook,GEE2499381,Facebook
Organic,GEG1372861,Organic
Snapchat,GEI761335,Snapchat
Organic,GEO1481825,Organic
Snapchat,GEZ853016,Snapchat
Offline Campaign,GFD1348522,Offline Campaign
Offline Campaign,GFJ156880,Offline Campaign
Snapchat,GFR1520295,Snapchat
Organic,GFS385932,Organic
Facebook,GFX2194653,Facebook
Offline Campaign,GGA817427,Offline Campaign
Instagram,GGA916647,Instagram
Google,GGC1611049,Google
Instagram,GGJ24101142,Instagram
Google,GGL218870,Google
Snapchat,GHI1359301,Snapchat
Instagram,GHI534974,Instagram
Organic,GHK268589,Organic
Snapchat,GHN1329964,Snapchat
Facebook,GHQ4105333,Facebook
Organic,GIA1797104,Organic
Snapchat,GIA238253,Snapchat
Google,GIB767221,Google
Facebook,GIG449560,Facebook
Organic,GIN2168322,Organic
Snapchat,GIS2352530,Snapchat
Snapchat,GIT1753139,Snapchat
Offline Campaign,GIT561101,Offline Campaign
Organic,GIW1952701,Organic
Facebook,GJB2076101,Facebook
Offline Campaign,GJK2375894,Offline Campaign
Instagram,GJW261224,Instagram
Instagram,GJY1623079,Instagram
Organic,GKB16109590,Organic
Organic,GKG987630,Organic
Instagram,GKJ2100059,Instagram
Instagram,GKL465376,Instagram
Offline Campaign,GKU1099708,Offline Campaign
Offline Campaign,GLF1662166,Offline Campaign
Organic,GLJ2271700,Organic
Instagram,GLK1685161,Instagram
Organic,GLM812750,Organic
Google,GMA980853,Google
Snapchat,GML1846770,Snapchat
Facebook,GMR2168454,Facebook
Facebook,GMS2610791,Facebook
Snapchat,GMV1053637,Snapchat
Instagram,GND787696,Instagram
Organic,GNE268184,Organic
Offline Campaign,GNF1949794,Offline Campaign
Facebook,GNI1738445,Facebook
Snapchat,GNQ843836,Snapchat
Offline Campaign,GNR298466,Offline Campaign
Facebook,GNX1146968,Facebook
Instagram,GNZ421318,Instagram
Offline Campaign,GOA322302,Offline Campaign
Facebook,GOM1033870,Facebook
Instagram,GOU269480,Instagram
Snapchat,GOV15102813,Snapchat
Facebook,GOY172795,Facebook
Offline Campaign,GPC5109596,Offline Campaign
Offline Campaign,GPS1949386,Offline Campaign
Offline Campaign,GPS20103869,Offline Campaign
Facebook,GPY1326148,Facebook
Facebook,GQC1711232,Facebook
Instagram,GQE740200,Instagram
Organic,GQF271043,Organic
Organic,GRE224195,Organic
Facebook,GRO1533279,Facebook
Instagram,GRP633222,Instagram
Instagram,GRQ1888077,Instagram
Instagram,GRS27371,Instagram
Offline Campaign,GRV2543200,Offline Campaign
Snapchat,GSA1287384,Snapchat
Organic,GSH878828,Organic
Snapchat,GSW2596096,Snapchat
Organic,GTA2033438,Organic
Offline Campaign,GTG1625221,Offline Campaign
Snapchat,GTS1627426,Snapchat
Instagram,GUL1183562,Instagram
Instagram,GUO2089322,Instagram
Organic,GUV577715,Organic
Snapchat,GUY1255695,Snapchat
Snapchat,GVD1085560,Snapchat
Instagram,GVE1778855,Instagram
Instagram,GVH2084426,Instagram
Snapchat,GVH2528827,Snapchat
Snapchat,GVH812303,Snapchat
Facebook,GVN596165,Facebook
Instagram,GVO228809,Instagram
Snapchat,GWK277421,Snapchat
Facebook,GWL110338,Facebook
Snapchat,GWT2466411,Snapchat
Google,GWV14104514,Google
Snapchat,GWZ2676209,Snapchat
Instagram,GXA1186142,Instagram
Snapchat,GXK966693,Snapchat
Google,GXO626361,Google
Offline Campaign,GXP393912,Offline Campaign
Snapchat,GXS2558176,Snapchat
Organic,GXS7101697,Organic
Google,GXY798211,Google
Google,GXZ11104895,Google
Instagram,GYH1036783,Instagram
Instagram,GYN2494260,Instagram
Offline Campaign,GYV2158578,Offline Campaign
Google,GZC1282599,Google
Facebook,GZE340881,Facebook
Google,GZF690336,Google
Instagram,GZI1965178,Instagram
Instagram,GZP2230594,Instagram
Google,GZT1253004,Google
Organic,GZT2639765,Organic
Facebook,HAC1341055,Facebook
Organic,HAD915798,Organic
Facebook,HAF1176413,Facebook
Instagram,HAG21106059,Instagram
Instagram,HAU2273803,Instagram
Organic,HAU569807,Organic
Instagram,HAY341670,Instagram
Google,HAZ1811967,Google
Facebook,HAZ213275,Facebook
Google,HBH1529931,Google
Offline Campaign,HBN496567,Offline Campaign
Snapchat,HCB594104,Snapchat
Snapchat,HCF1033627,Snapchat
Offline Campaign,HCI2534086,Offline Campaign
Facebook,HCL2178441,Facebook
Offline Campaign,HCQ1393990,Offline Campaign
Organic,HCR1154879,Organic
Snapchat,HCS12108024,Snapchat
Offline Campaign,HCW885197,Offline Campaign
Google,HDD740884,Google
Facebook,HDF2146542,Facebook
Facebook,HDG184468,Facebook
Organic,HDG415186,Organic
Snapchat,HDK1829313,Snapchat
Facebook,HDM2142615,Facebook
Snapchat,HDQ10102765,Snapchat
Google,HDS1653286,Google
Facebook,HDS347676,Facebook
Organic,HDW1381747,Organic
Facebook,HDX2078651,Facebook
Instagram,HEA2398184,Instagram
Google,HEE140569,Google
Facebook,HEE2596954,Facebook
Facebook,HEL2238055,Facebook
Facebook,HEN845924,Facebook
Facebook,HEP2463828,Facebook
Offline Campaign,HEU1440722,Offline Campaign
Google,HEU858512,Google
Organic,HEV868259,Organic
Facebook,HEW1259604,Facebook
Google,HFA530429,Google
Facebook,HFC2379083,Facebook
Google,HFG2572771,Google
Organic,HFJ1032967,Organic
Snapchat,HFJ18108459,Snapchat
Facebook,HFL1671784,Facebook
Instagram,HFL2238403,Instagram
Snapchat,HFS2443686,Snapchat
Organic,HFW1460012,Organic
Offline Campaign,HGL15100389,Offline Campaign
Snapchat,HGL2168145,Snapchat
Instagram,HHD1575822,Instagram
Offline Campaign,HHV631947,Offline Campaign
Google,HHV936834,Google
Facebook,HHY1742927,Facebook
Offline Campaign,HHZ349008,Offline Campaign
Snapchat,HIB1648786,Snapchat
Snapchat,HIE2652692,Snapchat
Google,HIP1317778,Google
Offline Campaign,HIQ2160360,Offline Campaign
Google,HIZ1713455,Google
Organic,HJH1790225,Organic
Offline Campaign,HJH1975993,Offline Campaign
Organic,HJL1111865,Organic
Facebook,HJP576476,Facebook
Organic,HJR1260699,Organic
Snapchat,HKA1102117,Snapchat
Facebook,HKK1852860,Facebook
Facebook,HLD313005,Facebook
Facebook,HLF2648036,Facebook
Snapchat,HLH2675924,Snapchat
Instagram,HLJ1461158,Instagram
Organic,HLQ1365652,Organic
Facebook,HLZ787486,Facebook
Instagram,HMA1012921,Instagram
Organic,HMK1666003,Organic
Facebook,HNQ1674649,Facebook
Snapchat,HOB2391791,Snapchat
Instagram,HOC336906,Instagram
Snapchat,HOC857927,Snapchat
Offline Campaign,HOD1755722,Offline Campaign
Snapchat,HOF1789535,Snapchat
Google,HOI2026844,Google
Facebook,HOJ1580673,Facebook
Offline Campaign,HOK1397308,Offline Campaign
Snapchat,HON675186,Snapchat
Facebook,HOO2562106,Facebook
Facebook,HOQ1672654,Facebook
Offline Campaign,HOR1716053,Offline Campaign
Snapchat,HOT839744,Snapchat
Facebook,HOW2349683,Facebook
Offline Campaign,HOX317142,Offline Campaign
Instagram,HOX596711,Instagram
Offline Campaign,HOY372423,Offline Campaign
Instagram,HPB2069684,Instagram
Snapchat,HPF2044991,Snapchat
Facebook,HPR1543164,Facebook
Offline Campaign,HPW253523,Offline Campaign
Offline Campaign,HQN1279314,Offline Campaign
Instagram,HQN2252836,Instagram
Snapchat,HQW1173368,Snapchat
Facebook,HQY718678,Facebook
Instagram,HRE2243224,Instagram
Snapchat,HRF1220502,Snapchat
Snapchat,HRH1724054,Snapchat
Offline Campaign,HRH2106971,Offline Campaign
Instagram,HRL2104829,Instagram
Snapchat,HRN1349779,Snapchat
Organic,HRR8109173,Organic
Organic,HRZ197143,Organic
Organic,HSB1717925,Organic
Instagram,HSG2695400,Instagram
Facebook,HSJ1098199,Facebook
Snapchat,HSJ438925,Snapchat
Organic,HSR2018630,Organic
Snapchat,HSW2411568,Snapchat
Snapchat,HTC2274613,Snapchat
Facebook,HTD1191722,Facebook
Instagram,HTD679242,Instagram
Instagram,HTF1422455,Instagram
Snapchat,HTM2276944,Snapchat
Offline Campaign,HTO2010050,Offline Campaign
Snapchat,HTP2184423,Snapchat
Facebook,HTU1793861,Facebook
Offline Campaign,HTX13105147,Offline Campaign
Instagram,HUX168040,Instagram
Facebook,HVE1776965,Facebook
Facebook,HVL856274,Facebook
Google,HVN2071580,Google
Instagram,HWI1158098,Instagram
Snapchat,HWP1572177,Snapchat
Google,HWP886874,Google
Offline Campaign,HWZ2211760,Offline Campaign
Organic,HXD1013104,Organic
Snapchat,HXD716431,Snapchat
Offline Campaign,HXF1799420,Offline Campaign
Instagram,HXI2493036,Instagram
Snapchat,HXW1041928,Snapchat
Instagram,HYA561140,Instagram
Offline Campaign,HYD929895,Offline Campaign
Organic,HYI10103110,Organic
Instagram,HYJ1595937,Instagram
Facebook,HYO2255467,Facebook
Instagram,HYR2537494,Instagram
Instagram,HYU739453,Instagram
Snapchat,HYY1551984,Snapchat
Instagram,HZF21101073,Instagram
Facebook,HZR1590792,Facebook
Organic,HZT2028305,Organic
Offline Campaign,IAC2064197,Offline Campaign
Google,IAN1641616,Google
Facebook,IBB2023667,Facebook
Google,IBJ119719,Google
Snapchat,IBK684849,Snapchat
Google,IBX184699,Google
Snapchat,ICB1168250,Snapchat
Instagram,ICF580601,Instagram
Google,ICJ2232433,Google
Snapchat,ICM1459319,Snapchat
Instagram,ICM2182323,Instagram
Offline Campaign,ICT218471,Offline Campaign
Offline Campaign,IDD1383832,Offline Campaign
Organic,IDF1587000,Organic
Snapchat,IDF720676,Snapchat
Snapchat,IDH759016,Snapchat
Offline Campaign,IDI2590723,Offline Campaign
Snapchat,IDU717775,Snapchat
Snapchat,IDZ679740,Snapchat
Facebook,IEA1983073,Facebook
Facebook,IEB560423,Facebook
Offline Campaign,IED148895,Offline Campaign
Instagram,IEJ2263582,Instagram
Organic,IEN2163945,Organic
Offline Campaign,IEY1795469,Offline Campaign
Offline Campaign,IFC2587405,Offline Campaign
Organic,IFC674295,Organic
Facebook,IFD9106242,Facebook
Snapchat,IFE7102039,Snapchat
Facebook,IFI552188,Facebook
Instagram,IFJ2216611,Instagram
Facebook,IFQ1962370,Facebook
Google,IFS1156871,Google
Organic,IFX783154,Organic
Facebook,IGY226115,Facebook
Organic,IHP2159862,Organic
Instagram,IHQ487018,Instagram
Offline Campaign,IHS422908,Offline Campaign
Organic,IHV2213581,Organic
Facebook,IHX2072513,Facebook
Instagram,IIA1758881,Instagram
Snapchat,IIE1178462,Snapchat
Offline Campaign,IIE20102306,Offline Campaign
Facebook,IIF263882,Facebook
Instagram,IIG1145699,Instagram
Offline Campaign,IIQ9109104,Offline Campaign
Offline Campaign,IIY1380541,Offline Campaign
Organic,IIZ1102192,Organic
Google,IJB558764,Google
Instagram,IJD2485281,Instagram
Instagram,IJE10107031,Instagram
Snapchat,IJG2338457,Snapchat
Offline Campaign,IJH2087714,Offline Campaign
Snapchat,IJX1359550,Snapchat
Facebook,IJX174088,Facebook
Offline Campaign,IJY1721297,Offline Campaign
Snapchat,IKG2585797,Snapchat
Facebook,IKO1077679,Facebook
Offline Campaign,IKT1867179,Offline Campaign
Offline Campaign,ILB769270,Offline Campaign
Snapchat,ILG956073,Snapchat
Instagram,ILL1571385,Instagram
Facebook,ILQ640329,Facebook
Snapchat,ILV2097809,Snapchat
Google,ILX2220838,Google
Facebook,IMD851369,Facebook
Facebook,IME916542,Facebook
Instagram,IMJ1452068,Instagram
Google,IMJ2543893,Google
Google,IML2399819,Google
Offline Campaign,IMN429490,Offline Campaign
Instagram,IMT1569870,Instagram
Offline Campaign,IMU2552887,Offline Campaign
Facebook,IMY1867446,Facebook
Snapchat,IMY418921,Snapchat
Offline Campaign,INF765553,Offline Campaign
Offline Campaign,INR773899,Offline Campaign
Organic,IOC486562,Organic
Google,IOD259072,Google
Organic,IOK17100845,Organic
Instagram,IOX994896,Instagram
Facebook,IPA859064,Facebook
Organic,IPF1221915,Organic
Facebook,IPO2093702,Facebook
Snapchat,IPS21108696,Snapchat
Offline Campaign,IPT2161647,Offline Campaign
Offline Campaign,IPY166540,Offline Campaign
Offline Campaign,IQB2239243,Offline Campaign
Snapchat,IQE220991,Snapchat
Google,IQE382494,Google
Snapchat,IQF18109194,Snapchat
Facebook,IQG966126,Facebook
Google,IQQ1934425,Google
Facebook,IQV1573038,Facebook
Google,IRH1100806,Google
Snapchat,IRJ994545,Snapchat
Instagram,IRK1254381,Instagram
Snapchat,IRL754684,Snapchat
Google,IRM195085,Google
Facebook,IRN189186,Facebook
Instagram,IRN2229784,Instagram
Offline Campaign,IRP1166729,Offline Campaign
Offline Campaign,IRS661107,Offline Campaign
Offline Campaign,IRT773980,Offline Campaign
Snapchat,ISA2268781,Snapchat
Instagram,ISG1232106,Instagram
Instagram,ISG897581,Instagram
Organic,ISN2212006,Organic
Snapchat,ISP484174,Snapchat
Offline Campaign,ISP540293,Offline Campaign
Facebook,ISS1630753,Facebook
Instagram,ISZ464842,Instagram
Snapchat,ITF877505,Snapchat
Offline Campaign,ITM1677382,Offline Campaign
Instagram,ITN1343008,Instagram
Organic,IUB2022428,Organic
Offline Campaign,IUB916287,Offline Campaign
Offline Campaign,IUI180625,Offline Campaign
Facebook,IUL1224204,Facebook
Instagram,IUU1179773,Instagram
Snapchat,IUV2593411,Snapchat
Offline Campaign,IUX473644,Offline Campaign
Organic,IUZ1150547,Organic
Instagram,IVC2447364,Instagram
Instagram,IVM1834806,Instagram
Snapchat,IVO882734,Snapchat
Facebook,IVP258157,Facebook
Offline Campaign,IVQ3106068,Offline Campaign
Snapchat,IVT2069816,Snapchat
Facebook,IWC2426601,Facebook
Snapchat,IWF1681546,Snapchat
Facebook,IWH23100440,Facebook
Snapchat,IWP1146575,Snapchat
Snapchat,IWT491248,Snapchat
Instagram,IXF13107943,Instagram
Snapchat,IXF2690528,Snapchat
Snapchat,IXJ619329,Snapchat
Organic,IXQ1838355,Organic
Facebook,IXQ23108870,Facebook
Facebook,IXV2131200,Facebook
Offline Campaign,IYB572432,Offline Campaign
Instagram,IYG2235937,Instagram
Organic,IYH1055032,Organic
Organic,IYL1312885,Organic
Offline Campaign,IYL1468823,Offline Campaign
Snapchat,IYN1629577,Snapchat
Organic,IYP191785,Organic
Organic,IYV256535,Organic
Google,IYW1613911,Google
Offline Campaign,IYW6105975,Offline Campaign
Snapchat,IYZ1197647,Snapchat
Instagram,IZC993738,Instagram
Instagram,IZF1075303,Instagram
Google,IZG788548,Google
Offline Campaign,IZV984153,Offline Campaign
Google,JAD1614373,Google
Google,JAG234611,Google
Facebook,JAP1252197,Facebook
Instagram,JAT1246767,Instagram
Offline Campaign,JAW691992,Offline Campaign
Snapchat,JBK1556859,Snapchat
Facebook,JBN1511604,Facebook
Google,JBN2327012,Google
Facebook,JBQ494686,Facebook
Offline Campaign,JCB1490576,Offline Campaign
Organic,JCH2032004,Organic
Snapchat,JCJ1462121,Snapchat
Snapchat,JCM2515228,Snapchat
Offline Campaign,JCO883784,Offline Campaign
Organic,JCZ951465,Organic
Snapchat,JDB4101688,Snapchat
Offline Campaign,JDC875711,Offline Campaign
Snapchat,JDE16106185,Snapchat
Organic,JDO277727,Organic
Instagram,JDQ1363939,Instagram
Facebook,JDQ2215276,Facebook
Instagram,JDS1023025,Instagram
Organic,JDT2384126,Organic
Facebook,JEA463708,Facebook
Facebook,JEK2551588,Facebook
Offline Campaign,JFB2388554,Offline Campaign
Offline Campaign,JFB485836,Offline Campaign
Offline Campaign,JFC1982578,Offline Campaign
Snapchat,JFE1278798,Snapchat
Google,JFK1786955,Google
Instagram,JFL2255104,Instagram
Offline Campaign,JFO830036,Offline Campaign
Facebook,JFR989181,Facebook
Instagram,JFX2058902,Instagram
Snapchat,JGD745642,Snapchat
Organic,JGE465871,Organic
Google,JGR150481,Google
Offline Campaign,JGS13106419,Offline Campaign
Facebook,JGS1946479,Facebook
Facebook,JGZ1357147,Facebook
Instagram,JGZ2213470,Instagram
Snapchat,JGZ449035,Snapchat
Organic,JHA1111625,Organic
Snapchat,JHQ1176272,Snapchat
Google,JHX2450550,Google
Facebook,JIC1059865,Facebook
Snapchat,JIF563873,Snapchat
Facebook,JIR21106779,Facebook
Snapchat,JJA1025734,Snapchat
Facebook,JJC2056253,Facebook
Facebook,JJF2279626,Facebook
Google,JJN2653202,Google
Organic,JJY1558731,Organic
Snapchat,JKE2160618,Snapchat
Facebook,JKL448846,Facebook
Google,JKN26104898,Google
Offline Campaign,JKT1886829,Offline Campaign
Offline Campaign,JLA2356085,Offline Campaign
Offline Campaign,JLH1421870,Offline Campaign
Facebook,JLH259106,Facebook
Instagram,JLL2473875,Instagram
Offline Campaign,JLW1473431,Offline Campaign
Organic,JLZ2014385,Organic
Snapchat,JMH2668004,Snapchat
Google,JNF585107,Google
Snapchat,JNZ2065385,Snapchat
Organic,JOG479260,Organic
Offline Campaign,JOO2527090,Offline Campaign
Organic,JOS2107946,Organic
Snapchat,JPB1476356,Snapchat
Snapchat,JPC635640,Snapchat
Snapchat,JPH1676500,Snapchat
Facebook,JPK2513212,Facebook
Organic,JPN229702,Organic
Instagram,JPN738520,Instagram
Offline Campaign,JPO2059070,Offline Campaign
Facebook,JPU2626637,Facebook
Google,JPX317646,Google
Instagram,JPY1619521,Instagram
Organic,JPY1815147,Organic
Organic,JQA959316,Organic
Snapchat,JRG960192,Snapchat
Offline Campaign,JRK1913389,Offline Campaign
Instagram,JRK1999888,Instagram
Organic,JRR228818,Organic
Facebook,JSI1995316,Facebook
Offline Campaign,JSQ186298,Offline Campaign
Google,JTJ2247424,Google
Snapchat,JTV1680598,Snapchat
Offline Campaign,JTV2287843,Offline Campaign
Offline Campaign,JUD26100140,Offline Campaign
Google,JUU1451468,Google
Snapchat,JUW2397470,Snapchat
Offline Campaign,JUW8103527,Offline Campaign
Organic,JUX1364239,Organic
Offline Campaign,JVC17108222,Offline Campaign
Instagram,JVT340860,Instagram
Facebook,JVY584438,Facebook
Instagram,JVZ980535,Instagram
Offline Campaign,JWH188068,Offline Campaign
Organic,JWO528200,Organic
Facebook,JWR2592445,Facebook
Instagram,JWW197137,Instagram
Google,JWW2693894,Google
Instagram,JXC561200,Instagram
Organic,JXH461203,Organic
Google,JXJ2419893,Google
Snapchat,JXJ6108813,Snapchat
Snapchat,JXK524522,Snapchat
Facebook,JYE874166,Facebook
Facebook,JYP9105858,Facebook
Google,JYT750589,Google
Google,JYW1720172,Google
Snapchat,JYY1170623,Snapchat
Snapchat,JZP1523307,Snapchat
Facebook,JZV24100653,Facebook
Google,JZV2435274,Google
Snapchat,JZW2461119,Snapchat
Facebook,JZX1279392,Facebook
Google,KAE1212480,Google
Snapchat,KAE18104253,Snapchat
Facebook,KAE492028,Facebook
Organic,KAJ144664,Organic
Offline Campaign,KAU1376512,Offline Campaign
Offline Campaign,KAV2274013,Offline Campaign
Offline Campaign,KAZ777190,Offline Campaign
Snapchat,KBB794470,Snapchat
Instagram,KBF1537581,Instagram
Offline Campaign,KBI534629,Offline Campaign
Offline Campaign,KBM1367770,Offline Campaign
Facebook,KBO2612942,Facebook
Organic,KBP986526,Organic
Organic,KBQ1226070,Organic
Instagram,KCR2497401,Instagram
Instagram,KCS2345732,Instagram
Snapchat,KCS4103704,Snapchat
Offline Campaign,KCT2581471,Offline Campaign
Facebook,KCY2355635,Facebook
Snapchat,KDA2045495,Snapchat
Google,KDF2445267,Google
Facebook,KDO596186,Facebook
Offline Campaign,KDR14106485,Offline Campaign
Organic,KEF1610098,Organic
Snapchat,KEO20104571,Snapchat
Facebook,KFF2176191,Facebook
Snapchat,KFF391875,Snapchat
Organic,KFM1510278,Organic
Organic,KFZ1746584,Organic
Organic,KGB1816080,Organic
Facebook,KGK362547,Facebook
Offline Campaign,KGM2126508,Offline Campaign
Instagram,KGS2020607,Instagram
Google,KGU1435262,Google
Facebook,KHB394998,Facebook
Organic,KHE37302,Organic
Instagram,KHJ135532,Instagram
Instagram,KHK2129052,Instagram
Facebook,KHS1357987,Facebook
Google,KHT2338475,Google
Snapchat,KHW850385,Snapchat
Snapchat,KHY1105642,Snapchat
Facebook,KIB1362001,Facebook
Facebook,KIB485503,Facebook
Instagram,KIE2587186,Instagram
Snapchat,KIT1597149,Snapchat
Instagram,KIW147422,Instagram
Offline Campaign,KJF2357216,Offline Campaign
Facebook,KJI1564227,Facebook
Snapchat,KKE2676203,Snapchat
Snapchat,KKS2444994,Snapchat
Instagram,KLM23106602,Instagram
Instagram,KLT1531185,Instagram
Facebook,KMI2654768,Facebook
Offline Campaign,KMJ2138682,Offline Campaign
Instagram,KMM2530081,Instagram
Google,KNA1340278,Google
Instagram,KNB2533048,Instagram
Facebook,KNC369465,Facebook
Offline Campaign,KNG1790585,Offline Campaign
Instagram,KNM1690717,Instagram
Instagram,KNN20107064,Instagram
Snapchat,KNV1660276,Snapchat
Facebook,KNZ1698664,Facebook
Facebook,KOF410071,Facebook
Facebook,KON1219620,Facebook
Facebook,KOP1489850,Facebook
Instagram,KOW322809,Instagram
Organic,KOX2055434,Organic
Organic,KPQ672528,Organic
Offline Campaign,KPS757729,Offline Campaign
Facebook,KPU199948,Facebook
Snapchat,KPU2045513,Snapchat
Instagram,KQF1541901,Instagram
Instagram,KQF2531548,Instagram
Organic,KQG2472921,Organic
Organic,KQS2364506,Organic
Facebook,KRC1527615,Facebook
Organic,KRJ296717,Organic
Instagram,KRP78385,Instagram
Offline Campaign,KRP898334,Offline Campaign
Facebook,KRR2029067,Facebook
Snapchat,KSA125254,Snapchat
Offline Campaign,KSA1825410,Offline Campaign
Facebook,KSE13100983,Facebook
Facebook,KSI2356313,Facebook
Organic,KSN190645,Organic
Instagram,KSQ2516185,Instagram
Organic,KST1393960,Organic
Organic,KST28307,Organic
Google,KSU846119,Google
Organic,KSY1039255,Organic
Facebook,KTC188377,Facebook
Facebook,KTC2323145,Facebook
Facebook,KTK16100998,Facebook
Offline Campaign,KTM149675,Offline Campaign
Offline Campaign,KTV675183,Offline Campaign
Organic,KTW1375981,Organic
Google,KUC1529091,Google
Snapchat,KUD1272708,Snapchat
Google,KUH2533828,Google
Snapchat,KUP1220949,Snapchat
Offline Campaign,KUX2537446,Offline Campaign
Offline Campaign,KVK2638343,Offline Campaign
Google,KVP1131320,Google
Instagram,KVS1691260,Instagram
Snapchat,KVS975696,Snapchat
Offline Campaign,KVX1967227,Offline Campaign
Facebook,KVZ738739,Facebook
Instagram,KWA208958,Instagram
Facebook,KWC6108936,Facebook
Snapchat,KWR2370086,Snapchat
Instagram,KWY232853,Instagram
Instagram,KXA615162,Instagram
Google,KXD354207,Google
Facebook,KXJ1191824,Facebook
Snapchat,KXL1739930,Snapchat
Instagram,KYL1665859,Instagram
Snapchat,KYM759544,Snapchat
Offline Campaign,KYN966759,Offline Campaign
Snapchat,KZC7102816,Snapchat
Instagram,KZE211325,Instagram
Instagram,KZH476341,Instagram
Offline Campaign,KZJ17392,Offline Campaign
Facebook,KZR1677055,Facebook
Offline Campaign,KZR813158,Offline Campaign
Facebook,KZU197548,Facebook
Snapchat,KZX2451438,Snapchat
Snapchat,LAA678837,Snapchat
Facebook,LAK1165898,Facebook
Snapchat,LAM14107226,Snapchat
Facebook,LAP1458068,Facebook
Snapchat,LAT2377655,Snapchat
Facebook,LBB822431,Facebook
Instagram,LBD1418759,Instagram
Facebook,LBD2124333,Facebook
Instagram,LBG280478,Instagram
Facebook,LBQ10103341,Facebook
Offline Campaign,LCC2218240,Offline Campaign
Snapchat,LCE170446,Snapchat
Instagram,LCF2118879,Instagram
Facebook,LCG927561,Facebook
Facebook,LCL1147943,Facebook
